Comment,Toxic
thats the problem for true human nature within nature centries ago the hijra trans people were seen as dieties as healers and spiritual people same with north american indian two spirit lgbt people until current religions came along that world had fluidity,1
rt rameez the incident took place in rotterdam in october not yahodi kay karnamy,1
whats hijra,1
ab sb se phly apni beti ke galy me mera jism meri marzi ka ply card phna march me bhjo,1
abhi to mn bht kuchh avoid kia shadia aur pata nahi kia,1
her personal boundaries or harass her imagine politician you like now attach the label ahmedi to their face and gauge your own emotional reaction or imagine the general reaction from this society,1
hahahhahaha yar shadi liye leave li hogi na aur ghar me krne ko tou bht kuch,1
we should have mard march cause feminists are blocking,1
shame on you agar political parties galt ha to aap be galt karay gae werejectmerajismmerimarzi,1
dekha hua ha hr rooz dehkte hn,1
hamari qeeemat kaa apko abhi pata he kya,1
hnn yh to mujhy ptaa hi nh tha,1
yha koi bhi eetbar ni kr,1
ma nai ap ny roona,1
aby tu wahan to mera kia kam khush reh wo tery liy bna,1
rt hamain apni jaan say hain pyary sahaba,1
unke dant se chane toot nhi rahe aur akhrot etc,1
yazidi toh hindu hainwoh bhul gaye hain unka roots may be am not sure ahmaddiya ka baat na karein toh achcha hoga bahut time kharcha hoga detail mein jaana,1
ab bahut der ho gyi game change krne ko ab ghar jaoo aur zindgi change stopdegradingrashami,1
chairs ka trucko se kia taluq,1
kha se karenge dm,1
rt paki boys allah hum teri makhlooq mein sy,1
afsos hai apki soch pr or kuch nhi keh skti allah hadyat dy ameen,1
jab in kay qatilun aur rapists ko sare aam phansi denay ki baat aai thi tb to aap ki mamta jaag gai thi in logun kay liye to phir abhi kiun ro dho rhi ho bibi hypocrites,1
amma mjhse boht tang gyi hain,1
nazar thik he to maha ka name liya tha,1
jb koi lrka kahy ga mjhy khny,1
bhai work pay depend karta hai app member bany hai tou isf kay har trend main bharpur sherkat kare jub app har trend main most active hoe tou isf kay admin app kaa name promotion kay liye day dain gay first work our sath sab isf members ko follow bhe kary,1
apka fb mjy kb mly,1
ap bhi nazar nhi aa rhi,1
kyon yh kuch logo ki fitrat hai,1
akhrot tut,1
jinhon ny dooosron ko chup krwaya ho unhy koii chup krwa skta hai,1
mat suno apnae kaano pr rehm khaoo,1
is bat prr aap khud amal kre madam,1
jagh sb hi rahe hote singal social media pe nazar ate ar engaged apni partner sth busy hote,1
wah gbht bra maarka mara hai aap ney,1
ya din ana,1
koi lrki mujh sy dosti krna chahti hy whtsap msg kry hu real girl num ye hai mera,1
aap selection ma hoty ho,1
allah psk aap ko jza khair atts kry aap ke azmt ko slaam gud thought yhi slauted,1
waisay jalana ya dafnana important nahi hmarna bahtar un ka,1
arham kon,1
may allah keep her forever for ab smjh,1
ap se kisi ne pocha,1
tum me ja rha hn huh,1
yr main sowa tu so ja bhabhi mary gi,1
ek aur sachi muhabat per drama hu,1
mil jaay ga kya jaldi hai inshallah,1
young kon hai yaha py,1
ab kiska mazak bana ha,1
har shabb gham ki seher ho ye zaroori tou nahi,1
baat to thek ha zahr zyada phelaya ha apke media ne,1
tu hi iska official baap hai isiliye dar raha hai tere se baat krne se dusre baap se mille,1
rt zaroorat hoti hai to yaad kartey hain or kehtey hain hum tum par martey hain,1
ye tu sch,1
mujy kisi sy koi concern nai,1
agr pata hota itni taklef deti muhabbat to dil jorny sy phly hath jor lety,1
hahahaaa aby abi jga kya ye jwb dny liye,1
yha koi bhi eetbar ni kr,1
hen te bigri da ki haal hoe ga,1
bas ab ue tweet kar di hy dil toor,1
kuch log rishto ko apnate km aur azmate ziada hein,1
sakoon sy sonay ni deta ye farooqa khwabon me drata hai,1
aap ki to quetta team thi ab karachi kahan se ho gayi,1
koi shak nahi betiyan baap ki shezadiyan hoti hain aur bhaiyon ki besties hoti hain,1
aesa mosam mera khaayal sialkot mai hi hota hai,1
jitna ehtram oor azadi aurat ko mazhab islam main hai kissee oor mazhab main nahi,1
thora boht toh parha hogaganay or muhawray ka farq bhi nhi,1
har baat per rajniti acchi nahin lagti,1
yahaa hoga feb ko from to,1
bas bas ab tareef na kri,1
aap aloo samosa ki bjay likhain bhinddi,1
han aur wo poochtay bhi hein beta,1
ye kia bat hui ab me ja ra to tm ja ri huh,1
kabhi kabhi mere dil mn ye khyaal aata hy main dunya main ayaa hun kiss liye,1
mzak kia tha,1
hn na dilasy nhi deny chahye na,1
university road charsi tikka,1
gulabi ankhain jo teri dekhi sharabi ye dil ho gyaa,1
dont understand whats causing you to retaliate so much theres no denying that zab rallied the antiahmadiya stance zia wasnt any better either is all am saying also thats not even the point of this tweet,1
is baat per main itkifaak kerta hun yeah hum awam saat mazak hai pesa tou bekari nai leta wo ya rs se nechay baat nai kerta or petrol kaam ki pesapesa sirf paper mein hai ground per is ki ab koi value nai,1
yar abba nai maan ray ye wala mazay ka,1
jan allah ko dani ha per saboot court ko nahi dany is jumly bad aap jasy educated log na many to allah he hafiz app logu ka,1
rt allah talla apke bhai ko jaldi se sehat yaab farmaye ameen sum ameen,1
rt the role of the renewed interest in his faith him apparently being ahmedi in this suspension of extension for bajwa,1
ek nhi bhut hai bs sochte hai ki goli na chalani pade to acha hai,1
kon mehnat kare jb over booked ha,1
angrez chale gye gulam aur gulami chod gye,1
ohh acha woo wli ho aik baar mar gai thi fer zinda hui,1
ye satu kya hota hai wese,1
rt kahan hor payen ge hum dharkano ko dil ki tarhan hum bhi totay hue hain,1
it seems bahi ke performance nay indirect taxation barhanay per majboor ker dia,1
kiu nhe ager ap company dey ge to karni pare ge asy me kse dosti kero ga ap se,1
to logon ki jahalat khatam kren unko musalman hone ki sahi trbeat kren honour killing islam mn ni hai ke honour kiling ki wja se aplog parde ko issue bna kr mera jism mri marzi krne lgen,1
kahe pichware se akhrot todne ki kosis kar rahe ho chacha gaan chhil jayega,1
bazz ja mujh janti ha tu achi,1
bht purant tweet or bht purani baat ab aise kuch nai lol,1
ye ahdees ksi book nahi ha sanad ka itbaar sa zaeef ha,1
akhrot,1
no you are not only one ta news ni dekhi ous bare kde,1
upar wala sab dekhta hai tum insaaf na karo wo khud kar dega,1
apun saab ka apun ka koe ni,1
un pass sone ki waja koi nahi hoti,1
hahahaha krti bhi han thora karwati bhi han ab kia ho jata agar hubby kam bhi kr dy thoray bhot relation or mazbot,1
pak on tenterhooks they say as after years of his appointment pakistanis have realised that he is ahmadiya non muslim and as per their constitution non muslim cannot be the army chief after now they have awakened,1
aap khaein hum abhi aaye,1
thk hen sab,1
me uska dst bt kr raha hn wo hospital admit ha,1
heheh tere,1
so you know truth now or still consider him,1
english stream ki link hai,1
aap ki nani ki janu,1
hahahaha wo main ny click keye thy khud dekhany leye bt gues dell kar dye thy bad main,1
lol ap hmare muashray ko tabah krna chahti hain ap shayd lahorism ka shikar hain baqi teams khailne ni ati kya jeet uski hoti hai jo acha khailta hai jiske muqaddar me jeet hoti hai,1
nhi nhi not that nashai or kinda charsi chic,1
pakistan ke khelaf uthne wale har awaz ko hmesha hmesha leye band kar de jai ge uthne wale har qadam ko kat dia jai ga we are pakistan,1
sab topi drama ha koi love shove nhi keepshiningsid,1
mujhy pata hai tumharay sath kiya hua,1
itne log msg krte hain aap apun ko koi nahi karta apun ke liye sharam ka maqaam hai,1
pretty is kool but why sad kis ne sad kiya kyun kiya us ki itni himaat kaisay hoi,1
nhi na ap ki wja se to twitter ronaq lgi hui,1
hahahahahahaha tobah hai kitny bechain ho rhy hai nam sunny leye,1
ye tou meinne us din bhi dekh lia tha bus argument jeetni thi,1
ye aj kal sb ko challenge krr rh,1
yar appun hamsai log hainkio dard hota,1
din ko jo sojati hoon naw saath mein kya karon adat,1
or koi hy bhago,1
you dont need to tell me anything about the laws of pakistan neither do need to know from you that wether hes ahmdiya muslim or,1
hahaha pehli dfaa ciggerate peete dekha kissi,1
jis ny acha likha ho,1
rony na lg jana is lye chly ap ki khushi liye keh deta hu ap ny phly follow kiya,1
sir hm aap sath hain,1
plzz take care asi jaghon per jungli janwar bohat hotay hain,1
jo mein philosphy likhi thi uss ke reply ka,1
hawwwwwwwn dekh rehi hon,1
jin jaane se jati thi jaan humne unko bhi jaaty huwe dekha,1
rt anyone wanna be my boyfriend just for some days bcoz or kuch krne ko ni,1
tere madene zahra sa ujar gai,1
nabi pak ki hadees hai muslman or yahoodi kbi dost nhe ho sakty agr iran ki amirca se jung hai to yahoodeyat or zulam khilaf hai jasa isreal ne falstin pr zulm kiya kr rahazulm khilaf awaz buland karni caheya koi ho,1
junrs say bna rkhni chahiyegrad bad bht kaam aatay hain ye chotay log,1
aap selection ma hoty ho,1
ni ap ki sohbat ka asar ni ma apni wifi se kutt ni,1
utha le re baba utha le mujhako nhi in tik tok valo,1
tm bhja kro,1
jub tum logo nay khud kuch ne kia to sara malbaa cent govt pe dlty ho kutay kaatnaybl ki vaccine tk ne la skty,1
faasla rakhein baad mein aap interest lose kar jate hain aur hum attachments ki maar marte,1
mujy to follow mila ha in ki tarf sy or kisi ka pata ni,1
mere pass ek bhi fake wa news nahi aati kyon,1
in fair world even the home minister would have faced the consequences for saying aisa button dabaana ki shaheen bagh ki janta ko current lag jaaye button trigger,1
apki bhi dimag akhrot se hi wapis aya tha,1
eci badni jo har bat jhot boly wo ksy deserve krti ha,1
aapne dekha hi aj main to roj hi jaha hoti hun,1
aapne bhi kia tha vada kuch naukri ka kya hua uskam,1
allah psk aap ko jza khair atts kry aap ke azmt ko slaam gud thought yhi slauted,1
kaash kisi ko meray pay bhi crush hota koi mujhay confess karta aur phir mein kehti chal jhootay,1
tu na karin mei konsa kisi ko gunpoint pe follow krwati hun,1
ok bye good night so jawo subah jana hoga kam pe tumhe shoot movie me tum bhi kam kar rahe ho ye meri sun lete to kya baat fir shaadi na ho jaye bachcho baap ban jaye salman,1
chalo ap ka log dm main intezar kr rahe hoon ge enjiy karo main assignment likh loon,1
tum apne rub ki kon kon se naemat ko jutlao ge,1
smjh to agai thi mjhy,1
ghr chor ky bhaag jaon ga tmc shadi nh krn ga,1
ary asy sab samny ni smjhaty smjh jaty hen khd hi,1
ma ni tu rahnay day,1
sardi ha jag hi nhi rhaaa,1
meri chozi bhen gum he kisi ko pta he kha he,1
achaa sb points valid hain is ka solution kya kya jaa skta,1
she tu match aur mujhme se kise choose karega me,1
fatehpur layyah main pehli bar itni bari mehfil ka ineqad kya ha design byzahid digital printer call,1
ja pardasiya tenu wasta pyaar,1
fav toh kardiya hai ab kitna fav hu yeh aap btaa,1
nhi apk haqeeqi kirdar koi kuch nhi keh raha bs meri ek choti bat ka jawab dy den wo ye keh es daramon or filmon sy hamari new generation ko kia sabaq mily ga bacha bacha mery pass tum ho ko ly mutasir he,1
real or ideal mai farq hai na ideal yea can say,1
saudi arabia is killing yemen people both are muslim countries pakistan doesnt allow ahmadiya community to call themselves muslim read some pakistan penal code regarding this you will know,1
wah mashallah kya bat,1
aurat ka ehtram atmad march aj kal daor main khushion ke rah main rukawat nahi banna chahiay,1
mujy es liye ye lga shyad usy bura lgta ha mera ap sy baat krna,1
agar maa angrejan hoti to kasa hona,1
dr sahiba please give follow back,1
maturity is when you keep your mouth shut when you want to say something mean to someone only people at peace with themselves can do this,1
pata nhi is ne daikhiii konsi wali hoorain hain,1
ap bata do na suchh kia hai ap tu sarkari hajj nae kar sakten untill next league government if may be,1
aby saly yai meri bhabhi ha teri nhi,1
kaya baat bai zindagi tu sirf inko hi apni aziz hy baki awam jain bhaar mein,1
you may have got govt job relaxing hour lunch brake you know sbi and you know icici when person becomes billionaire he runs family of lakhs of people these are job generators not job seekers be thank ful without reliance imagine mumbai metro,1
refresh kar lo,1
wait brro dont relate wrong with wrong ahmedi are not muslims concept of prophecy is the basic of islam the biggest rivalry is why they call them muslims they are believer of some other relegion but not islam so they accept themselves as non muslim minorities to buildtheremosq,1
ye bail budhii inko kuch na ptaaye sab hmlogo se he puchenge,1
not fair sorry to say phir hum dunia ko theek karne chal partey hein,1
pyare larki ko koi ignore nahi karta,1
awein tu to wasay he pyari hai tujhy kya zarorat hai dslr ke or allah mujhy ais jhoot ka gunah kam say kam day,1
gucf ma mera ho gia tha admission,1
kabhi bff nai aap ko constant hafty miss kraya hai that shit hurts man,1
your cheap show filled with negativity disgusting people is running with great trp just bcz of happypositive girl shehnaazgill are trying ruin asimriaz shehnaazgill why bc they aint face of ur chanel they are outsider openthegatebb if have guts,1
emaan ki kamzori hy ye hum us rabb ko bhul jaty hein jo ghum hi nhi deta,1
yes next year say marketing bhi next level ki hogiii,1
pinned tweet lagi howe hai na es liye puch raha hun or suna sb thk hai,1
you know nothing about ahmaddiya community except what you have been fed hating another human being is the worst of crimes according to islamic teachings if you have common sense then do some research,1
aisa sirf europe ma hota he pakistan aur hindostan ki siasat aur he,1
ye acha mazak kya hai life ne hamare sath jab psl ke saare matches pakistan main hone lage toh hamza peshawar zalmi ka ambassador nai raha aur ab jab islamabad main matches honge toh hamza wahan hoga ya nahi kuch pta nai,1
mere pass tum ho,1
ab ti sun lia ab kya program,1
ha padh liya vo hi soch rha tha isko kya hogys,1
sab sa zayada important wali tu apke sath ha bhool gayen afsos,1
bilkul kia pata hmri dua sa kisi ki zndgi ki door chall pry,1
same with ahmaddiya they segregate male and raaje there and rich and poor,1
akhrot le aana or kashmir ki kalin bhi,1
in students ko wapis tou le aain lekin do we have the facility to diagnose or treat this virus can we stop it from spreading do you want it to spread in pakistan they have better chance if they stay there until vaccine is made,1
hae hmara to har din hi eid hota hayap se bat kr li aor eid ho gai,1
marna nai ab plzzz abi to boht agy tak jana ha hum ne,1
rt tery pass yadon ka mela rahy ga tu logon main reh kar akela rhy ga,1
koi excitement ni bday ki wana grow old,1
issi jagah kisi ne aurat pe baat ki hoti dunya ne pagal ho jana tha gandgi har jagah hai,1
ye sarfraz ahmed itna chota kabse hogya,1
portfolio main ye edit daly percent kam ay ga,1
ik never shook hands with maliala he never got any pictures taken with minorities on their religious holidays or attended any minority religious celebrations and under pressure had to let go the top economist because he was an ahmedi ther is no minority in his cabinet,1
rt woh hi bolegiwoh bye bolegi woh larki hai janaab dimaagh kharaab hua toh bhai bhi bolegi,1
or rakho fasla naee chaye na acha rishta,1
